date,state,shape
2006-10-13,CA,light
2006-10-13,PA,oval
2006-10-13,WY,triangle
2006-10-13,TX,triangle
2006-10-13,NE,light
2006-10-13,KS,triangle
2007-10-13,MS,unknown
2007-10-13,TX,triangle
2007-10-13,NV,changing
2007-10-13,VA,sphere
2007-10-13,OR,light
2007-10-13,CA,cigar
2007-10-13,WA,cigar
2007-10-13,NC,light
2007-10-13,WA,cylinder
2007-10-13,WA,unknown
2007-10-14,WI,sphere
2008-10-13,CA,light
2008-10-13,MA,light
2008-10-13,CA,other
2008-10-13,CA,circle
2008-10-13,WA,unknown
2008-10-13,MT,NA
2009-10-13,NJ,light
2009-10-13,OR,light
2009-10-13,SC,light
2009-10-13,CA,light
2009-10-13,PA,sphere
2009-10-13,MN,triangle
2010-10-13,CO,flash
2010-10-13,TX,cross
2010-10-13,NY,light
2010-10-13,NV,circle
2010-10-13,IL,cylinder
2010-10-13,CA,sphere
2010-10-13,IL,cross
2010-10-13,MO,chevron
2010-10-13,MO,chevron
2010-10-13,OH,unknown
2010-10-13,CA,flash
2010-10-13,AZ,circle
2010-10-13,CA,other
2010-10-13,CA,other
2010-10-13,MO,chevron
2010-10-13,SC,triangle
2010-10-13,NC,light
2010-10-13,CA,light
2010-10-13,CA,sphere
2010-10-13,TX,unknown
2010-10-13,CA,cylinder
2010-10-13,CA,flash
2010-10-13,NV,changing
2011-10-13,OK,oval
2011-10-13,NJ,light
2011-10-13,OH,unknown
2011-10-13,KS,triangle
2011-10-13,SC,triangle
2011-10-13,SC,formation
2011-10-13,SC,unknown
2011-10-13,NC,fireball
2011-10-13,AL,diamond
2011-10-13,SC,light
2011-10-13,SC,circle
2011-10-13,FL,sphere
2012-10-13,MD,light
2012-10-13,NC,fireball
2012-10-13,UT,other
2012-10-13,PA,other
2012-10-13,AL,circle
2012-10-13,MD,triangle
2012-10-13,CO,other
2012-10-13,ME,sphere
2012-10-13,CO,oval
2012-10-13,NM,rectangle
2012-10-13,IL,triangle
2012-10-13,CT,oval
2012-10-13,MA,oval
2012-10-13,IL,oval
2012-10-13,CT,circle
2012-10-13,CT,light
2012-10-13,IL,oval
2012-10-13,CT,cylinder
2012-10-13,CT,fireball
2012-10-13,PA,oval
2012-10-13,LA,triangle
2012-10-13,NJ,fireball
2012-10-13,SC,circle
2012-10-13,OR,unknown
2012-10-13,AR,light
2012-10-13,NC,circle
2012-10-14,PA,light
2013-10-13,MN,sphere
2013-10-13,UT,unknown
2013-10-13,TX,circle
2013-10-13,NM,NA
2013-10-13,IA,formation
2013-10-13,IA,light
2013-10-13,NY,fireball
2013-10-13,NJ,light
2013-10-13,IL,circle
2013-10-13,PA,fireball
2013-10-13,MD,circle
2013-10-13,FL,diamond
2013-10-13,WA,flash
2013-10-13,FL,light
2013-10-13,FL,unknown
2013-10-13,FL,sphere
2013-10-13,OH,unknown
2013-10-13,IN,circle
2013-10-13,MI,unknown
2013-10-13,WA,light
2013-10-13,MI,triangle
2013-10-13,PA,light
2013-10-13,MS,light
2013-10-13,IN,changing
2013-10-13,NY,sphere
2013-10-13,MI,sphere
2013-10-13,IA,circle
1974-10-14,MO,diamond
1974-10-14,MO,NA
1978-10-14,GA,disk
1986-10-14,CA,light
1990-10-14,GA,oval
1994-10-14,TN,changing
1994-10-14,FL,sphere
1994-10-14,TN,circle
1995-10-14,WA,NA
1995-10-14,MI,triangle
1995-10-14,WA,NA
1995-10-14,WI,NA
1995-10-14,ID,NA
1995-10-14,WA,NA
1995-10-14,MT,NA
1996-10-14,FL,circle
1997-10-14,NY,unknown
1998-10-14,OR,other
1998-10-14,NV,fireball
1998-10-14,AZ,oval
1999-10-14,AZ,light
1999-10-14,NY,light
1999-10-14,TX,triangle
1999-10-14,WA,light
1999-10-14,NC,circle
1999-10-14,TN,light
1999-10-14,NH,triangle
2000-10-14,CA,unknown
2000-10-14,CA,unknown
2000-10-14,PA,cigar
2000-10-14,VA,circle
2000-10-14,FL,unknown
2000-10-14,LA,rectangle
2000-10-14,CO,unknown
2001-10-14,IL,other
2001-10-14,TX,diamond
2001-10-14,MA,other
2001-10-14,MN,chevron
2001-10-14,IA,light
2001-10-14,IL,light
2002-10-14,MN,triangle
2002-10-14,UT,triangle
2002-10-14,NV,light
2002-10-14,CO,disk
2002-10-14,WA,light
2002-10-14,CA,circle
2002-10-14,CA,light
2002-10-14,CA,unknown
2002-10-14,CA,circle
2002-10-14,WA,NA
2002-10-14,CA,light
2002-10-14,CA,fireball
2002-10-14,OR,fireball
2002-10-14,CA,fireball
2002-10-14,CA,fireball
2002-10-14,CA,fireball
2002-10-14,UT,fireball
2002-10-14,OR,chevron
2002-10-14,OR,light
2002-10-14,CA,changing
2002-10-14,CA,fireball
2002-10-14,CA,light
2002-10-14,WA,disk
2002-10-14,NV,sphere
2002-10-14,CA,other
2002-10-14,CA,unknown
2002-10-14,UT,circle
2002-10-14,VT,cone
2002-10-14,PA,circle
2003-10-14,WA,oval
2003-10-14,PA,triangle
2003-10-14,CA,light
2003-10-14,CA,triangle
2003-10-14,FL,formation
2003-10-14,IN,oval
2003-10-14,IN,oval
2003-10-14,WI,unknown
2004-10-14,TX,light
2004-10-14,NV,changing
2004-10-14,AZ,light
2005-10-14,OH,sphere
2005-10-14,TX,sphere
2005-10-14,TX,other
2005-10-14,CO,circle
2005-10-14,KS,sphere
2005-10-14,KS,light
2005-10-14,MT,egg
2005-10-14,NM,light
2005-10-14,CO,light
2005-10-14,CA,unknown
2005-10-14,MN,triangle
2006-10-14,NH,fireball
2006-10-14,CT,fireball
2006-10-14,VA,formation
2006-10-14,CT,fireball
2006-10-14,NY,teardrop
2006-10-14,MA,circle
2006-10-14,CA,fireball
2006-10-14,ME,light
2006-10-14,GA,light
2006-10-14,FL,changing
2007-10-14,OR,unknown
2007-10-14,NV,light
2007-10-14,HI,light
2007-10-14,CA,circle
2007-10-14,KY,oval
2007-10-14,AR,changing
2007-10-14,AZ,other
2007-10-14,NJ,triangle
2008-10-14,CA,other
2008-10-14,TX,sphere
2008-10-14,IN,formation
2008-10-14,CA,formation
2008-10-14,VA,egg
2008-10-14,CA,sphere
2008-10-14,PA,light
2008-10-14,NY,formation
2008-10-14,SC,chevron
2008-10-14,KY,disk
2008-10-14,CA,circle
2009-10-14,CA,other
2009-10-14,HI,circle
2009-10-14,CA,changing
2009-10-14,MI,formation
2009-10-14,NY,cross
2009-10-14,NV,light
2009-10-14,NY,oval
2009-10-14,OR,fireball
2010-10-14,TX,light
2010-10-14,MO,formation
2010-10-14,AL,cylinder
2010-10-14,SD,light
2010-10-14,CA,triangle
2010-10-14,CA,light
2011-10-14,MO,light
2011-10-14,GA,unknown
2011-10-14,FL,triangle
2011-10-14,MO,other
2011-10-14,MO,other
2011-10-14,NC,triangle
2011-10-14,AZ,triangle
2011-10-14,NJ,triangle
2011-10-14,HI,triangle
2011-10-14,FL,other
2011-10-14,CA,sphere
2011-10-14,AZ,other
2011-10-14,FL,cylinder
2011-10-14,TX,circle
2011-10-14,AZ,flash
2011-10-14,MS,unknown
2011-10-14,AZ,oval
2011-10-14,AZ,oval
2011-10-14,UT,changing
2011-10-14,AL,light
2011-10-14,AZ,other
2011-10-14,AZ,sphere
2011-10-14,PA,triangle
2011-10-15,AZ,light
2012-10-14,CA,diamond
2012-10-14,TX,circle
2012-10-14,WA,egg
2012-10-14,CA,formation
2012-10-14,NC,cylinder
2012-10-14,CA,light
2012-10-14,CO,triangle
2012-10-14,PA,fireball
2012-10-14,CA,circle
2012-10-14,IN,unknown
2012-10-14,OK,unknown
2012-10-14,CA,unknown
2012-10-14,NJ,light
2012-10-14,NJ,circle
2012-10-14,FL,changing
2012-10-14,FL,changing
2012-10-14,NY,light
2012-10-14,SC,triangle
2013-10-14,NJ,circle
2013-10-14,NM,flash
2013-10-14,NH,cylinder
2013-10-14,PA,rectangle
2013-10-14,NC,sphere
2013-10-14,IL,cigar
2013-10-14,OR,light
2013-10-14,CA,light
2013-10-14,WI,light
2013-10-14,LA,sphere
2013-10-14,MI,disk
2013-10-14,NJ,circle
2013-10-14,MI,circle
2013-10-14,CA,triangle
2013-10-14,OH,circle
1971-10-15,WA,disk
1971-10-15,CT,circle
1971-10-15,IL,disk
1971-10-16,TX,formation
1973-10-15,WA,circle
1973-10-15,TN,disk
1973-10-15,NY,light
1973-10-15,TN,disk
1973-10-15,TX,circle
1973-10-15,TN,disk
1974-10-15,TN,cigar
1974-10-15,OH,oval
1974-10-15,CA,light
1974-10-15,CO,other
1975-10-15,MD,disk
1975-10-15,MD,disk
1975-10-15,TX,changing
1975-10-15,MS,sphere
1975-10-15,FL,disk
1975-10-15,KS,light
1975-10-15,NY,disk
1975-10-15,ND,disk
1975-10-15,NY,disk
1975-10-15,NC,other
1975-10-15,MT,circle
1975-10-15,AL,triangle
1976-10-15,CA,disk
1976-10-15,NY,unknown
1976-10-15,MN,light
1976-10-15,WI,unknown
1977-10-15,MS,triangle
1977-10-15,FL,disk
1977-10-15,WA,light
1978-10-15,IL,disk
1978-10-15,ID,oval
1978-10-15,NC,light
1978-10-15,NH,oval
1978-10-16,CT,circle
1979-10-15,PA,unknown
1979-10-15,MN,unknown
1979-10-15,WA,circle
1980-10-15,OH,fireball
1980-10-15,AL,triangle
1980-10-15,CT,disk
1980-10-15,LA,rectangle
1980-10-15,CA,sphere
1980-10-15,ME,oval
1980-10-16,CA,sphere
1981-10-15,OR,cigar
1981-10-15,CA,disk
1982-10-15,CA,disk
1982-10-15,FL,unknown
1982-10-15,RI,circle
1982-10-15,VT,rectangle
1982-10-15,NY,disk
1982-10-15,VA,chevron
1982-10-15,NE,disk
1983-10-16,CA,disk
1984-10-15,DE,other
1984-10-15,CA,unknown
1984-10-15,ME,disk
1984-10-15,NM,disk
1984-10-15,MO,circle
1984-10-15,TX,circle
1984-10-15,TX,egg
1985-10-15,CA,disk
1985-10-15,OH,diamond
1985-10-15,TN,other
1985-10-15,IN,triangle
1985-10-15,SC,disk
1986-10-15,SC,cylinder
1986-10-15,OR,cigar
1986-10-15,AL,circle
1986-10-15,WA,disk
1986-10-15,TN,disk
1986-10-15,CA,disk
1986-10-15,CA,disk
1986-10-15,CA,fireball
1987-10-15,NC,triangle
1987-10-15,TX,disk
1987-10-15,IL,triangle
1987-10-15,MS,circle
1987-10-15,KS,other
1987-10-15,NY,rectangle
1987-10-15,NY,triangle
1987-10-15,MT,light
1988-10-15,AR,circle
1988-10-15,WA,circle
1988-10-15,WA,circle
1988-10-15,MO,cigar
1988-10-15,MO,unknown
1988-10-15,CO,chevron
1988-10-15,TX,circle
1988-10-15,TX,other
1989-10-15,VA,cigar
1989-10-15,WV,triangle
1989-10-15,AR,disk
1989-10-15,NJ,sphere
1989-10-15,NC,triangle
1989-10-15,AK,unknown
1990-10-15,NY,formation
1990-10-15,ME,fireball
1990-10-15,NV,light
1990-10-15,OR,light
1990-10-15,NE,cigar
1990-10-15,WA,sphere
1990-10-15,TX,other
1991-10-15,TX,disk
1992-10-15,OR,light
1992-10-15,NV,light
1992-10-15,TX,cigar
1992-10-15,OH,light
1993-10-15,MT,sphere
1993-10-15,LA,oval
1993-10-15,CA,rectangle
1993-10-15,NH,light
1993-10-15,KY,sphere
1993-10-15,LA,disk
1994-10-15,NY,oval
1994-10-15,OH,disk
1994-10-15,WA,NA
1994-10-15,NY,light
1994-10-15,WA,sphere
1994-10-15,AR,fireball
1994-10-15,IN,disk
1994-10-15,PA,light
1994-10-15,OR,other
1994-10-15,TX,disk
1995-10-15,CA,light
1995-10-15,OH,diamond
1995-10-15,KY,cigar
1995-10-15,OK,sphere
1995-10-15,SC,unknown
1995-10-15,IL,NA
1995-10-15,VA,light
1995-10-15,IN,unknown
1995-10-15,CT,NA
1995-10-15,CA,fireball
1996-10-15,CA,light
1996-10-15,TX,triangle
1996-10-15,CA,unknown
1996-10-15,TN,other
1996-10-15,VA,triangle
1997-10-15,TN,light
1997-10-15,OK,unknown
1997-10-15,GA,light
1997-10-15,UT,other
1997-10-15,CA,oval
1997-10-15,TX,light
1997-10-15,NY,cylinder
1997-10-15,CA,rectangle
1997-10-15,VA,light
1997-10-15,CO,triangle
1997-10-15,NJ,triangle
1997-10-15,NE,sphere
1997-10-15,WA,triangle
1997-10-15,KY,unknown
1997-10-15,TX,circle
1997-10-15,MD,light
1997-10-15,TX,chevron
1997-10-15,IL,flash
1997-10-15,MO,unknown
1997-10-16,HI,sphere
1998-10-15,SC,flash
1998-10-15,TX,egg
1998-10-15,TX,fireball
1998-10-15,TN,cylinder
1998-10-15,IN,changing
1998-10-15,NC,sphere
1998-10-15,AR,disk
1998-10-15,RI,other
1998-10-15,NC,light
1998-10-15,AL,triangle
1998-10-15,CA,unknown
1998-10-15,OH,light
1998-10-15,WV,light
1998-10-15,IN,diamond
1998-10-15,WI,triangle
1998-10-15,TX,disk
1999-10-15,MA,fireball
1999-10-15,MO,triangle
1999-10-15,NM,light
1999-10-15,WA,light
1999-10-15,MO,triangle
1999-10-15,MA,oval
1999-10-15,MO,light
1999-10-15,ME,light
1999-10-15,NY,disk
1999-10-15,IN,diamond
1999-10-15,AZ,circle
1999-10-15,MI,sphere
1999-10-15,MO,other
1999-10-15,TN,light
1999-10-15,TX,other
1999-10-15,WA,chevron
1999-10-15,KS,light
1999-10-15,KS,oval
1999-10-15,NV,chevron
1999-10-15,AZ,sphere
1999-10-15,NY,triangle
1999-10-15,TX,triangle
1999-10-15,GA,triangle
1999-10-15,CA,unknown
2000-10-15,MI,fireball
2000-10-15,TX,egg
2000-10-15,NY,light
2000-10-15,TX,oval
2000-10-15,TX,NA
2000-10-15,CA,diamond
2000-10-15,AZ,disk
2000-10-15,PA,egg
2000-10-15,OR,circle
2000-10-15,IN,triangle
2000-10-15,CA,cigar
2000-10-15,TX,triangle
2000-10-15,NC,oval
2000-10-15,NC,other
2001-10-15,WY,light
2001-10-15,TN,triangle
2001-10-15,AR,formation
2001-10-15,UT,sphere
2001-10-15,NC,circle
2001-10-15,CA,disk
2001-10-15,GA,sphere
2001-10-15,NY,triangle
2001-10-15,CA,other
2001-10-15,NY,changing
2001-10-15,NC,triangle
2001-10-15,VA,sphere
2001-10-15,CO,formation
2001-10-15,SD,triangle
2001-10-15,WA,circle
2001-10-15,WA,circle
2001-10-15,WA,circle
2001-10-15,WA,cylinder
2001-10-15,WA,circle
2001-10-15,WA,fireball
2001-10-15,WA,fireball
2001-10-15,CA,fireball
2001-10-15,ID,fireball
2001-10-15,WA,fireball
2001-10-15,VA,light
2001-10-15,CT,unknown
2001-10-15,TX,light
2001-10-15,WV,unknown
2002-10-15,MO,triangle
2002-10-15,WA,sphere
2002-10-15,CT,other
2002-10-15,MI,fireball
2002-10-15,WA,rectangle
2002-10-15,CA,cigar
2002-10-15,WY,unknown
2002-10-15,WA,sphere
2002-10-15,MT,chevron
2002-10-15,OK,light
2002-10-15,PA,light
2002-10-15,GA,light
2002-10-15,CA,triangle
2002-10-16,CA,triangle
2003-10-15,IN,light
2003-10-15,AZ,oval
2003-10-15,CA,triangle
2003-10-15,TX,changing
2003-10-15,FL,disk
2003-10-15,AR,circle
2003-10-15,CA,disk
2003-10-15,MI,disk
2003-10-15,FL,cigar
2003-10-15,IN,circle
2003-10-15,IN,unknown
2003-10-15,OH,unknown
2003-10-15,AR,cigar
2003-10-15,PA,disk
2003-10-15,OH,light
2003-10-15,AR,changing
2003-10-15,WA,disk
2003-10-15,TN,light
2003-10-15,CA,circle
2003-10-15,OH,diamond
2003-10-15,AZ,circle
2003-10-15,NY,fireball
2003-10-15,MA,cigar
2003-10-15,MO,light
2003-10-15,CA,light
2003-10-15,OH,light
2004-10-15,FL,unknown
2004-10-15,AZ,light
2004-10-15,NE,cone
2004-10-15,CA,triangle
2004-10-15,TX,light
2004-10-15,MA,triangle
2004-10-15,FL,cigar
2004-10-15,CA,flash
2004-10-15,NY,other
2004-10-15,MT,unknown
2004-10-15,OR,flash
2004-10-15,NJ,changing
2004-10-15,KS,other
2004-10-15,NC,rectangle
2004-10-15,AZ,formation
2004-10-15,MD,chevron
2004-10-15,IL,light
2004-10-15,SC,light
2004-10-15,MN,disk
2004-10-15,MN,sphere
2004-10-15,AZ,light
2005-10-15,TX,formation
2005-10-15,WI,formation
2005-10-15,TX,light
2005-10-15,ID,triangle
2005-10-15,TX,circle
2005-10-15,OH,oval
2005-10-15,MO,light
2005-10-15,MO,sphere
2005-10-15,IL,flash
2005-10-15,OR,cigar
2005-10-15,NC,unknown
2005-10-15,TX,egg
2005-10-15,NJ,formation
2005-10-15,VA,changing
2005-10-15,OK,other
2005-10-15,TX,other
2005-10-15,NH,light
2005-10-15,WI,sphere
2005-10-15,WA,cylinder
2005-10-15,MO,light
2005-10-15,WI,sphere
2005-10-15,GA,light
2005-10-15,IN,other
2005-10-15,WI,sphere
2005-10-15,PA,light
2005-10-16,WA,oval
2006-10-15,UT,fireball
2006-10-15,IL,circle
2006-10-15,NV,circle
2006-10-15,GA,circle
2006-10-15,MT,teardrop
2006-10-15,PA,oval
2006-10-15,NM,light
2006-10-15,NC,circle
2006-10-15,FL,oval
2006-10-15,NC,light
2006-10-15,NE,triangle
2007-10-15,AZ,fireball
2007-10-15,VA,sphere
2007-10-15,MI,unknown
2007-10-15,CA,sphere
2007-10-15,MA,circle
2007-10-15,CO,sphere
2007-10-15,NY,teardrop
2007-10-15,MO,disk
2007-10-15,WA,light
2007-10-15,MT,fireball
2007-10-15,SD,light
2007-10-15,SC,light
2007-10-15,KS,formation
2007-10-15,OR,other
2008-10-15,NC,triangle
2008-10-15,NY,light
2008-10-15,NH,diamond
2008-10-15,CA,disk
2008-10-15,NV,disk
2008-10-15,UT,other
2008-10-15,CA,other
2008-10-15,NY,other
2008-10-15,TN,oval
2008-10-15,PA,teardrop
2008-10-15,ME,formation
2008-10-15,TN,triangle
2008-10-15,TN,triangle
2008-10-15,UT,unknown
2008-10-15,OK,unknown
2008-10-15,IA,chevron
2008-10-15,MT,unknown
2009-10-15,KS,other
2009-10-15,TN,changing
2009-10-15,AL,other
2009-10-15,NM,teardrop
2009-10-15,TX,light
2009-10-15,FL,triangle
2009-10-15,WV,light
2009-10-15,NY,cylinder
2009-10-15,WA,light
2009-10-15,SC,flash
2009-10-15,AL,flash
2010-10-15,IL,NA
2010-10-15,WY,light
2010-10-15,PA,circle
2010-10-15,NY,sphere
2010-10-15,KS,sphere
2010-10-15,NC,cigar
2010-10-15,TX,other
2010-10-15,CO,disk
2010-10-15,CO,light
2010-10-15,PA,light
2010-10-15,MI,unknown
2010-10-15,CO,teardrop
2010-10-15,OH,unknown
2010-10-15,NY,fireball
2010-10-15,IA,light
2011-10-15,MD,circle
2011-10-15,PA,sphere
2011-10-15,NE,light
2011-10-15,MO,disk
2011-10-15,NY,circle
2011-10-15,OR,light
2011-10-15,SC,light
2011-10-15,AL,circle
2011-10-15,PA,circle
2011-10-15,CA,oval
2011-10-15,CO,rectangle
2011-10-15,IA,triangle
2011-10-15,GA,chevron
2011-10-15,NJ,triangle
2011-10-15,TX,changing
2011-10-15,AZ,other
2011-10-15,CA,light
2011-10-15,CA,light
2011-10-15,IL,light
2011-10-15,UT,light
2011-10-15,MO,fireball
2012-10-15,MD,circle
2012-10-15,WI,changing
2012-10-15,ID,light
2012-10-15,WA,unknown
2012-10-15,MD,circle
2012-10-15,TN,rectangle
2012-10-15,TN,unknown
2012-10-15,UT,cigar
2012-10-15,MO,cylinder
2012-10-15,WI,formation
2012-10-15,MN,disk
2012-10-15,LA,other
2012-10-15,CA,light
2012-10-15,MN,formation
2013-10-15,CA,other
2013-10-15,PA,triangle
2013-10-15,ME,unknown
2013-10-15,MD,disk
2013-10-15,AZ,fireball
2013-10-15,MT,light
2013-10-15,IL,changing
2013-10-15,NJ,unknown
2013-10-15,ID,chevron
2013-10-15,NC,other
2013-10-15,NC,light
2013-10-15,CA,sphere
2013-10-15,WA,disk
2013-10-15,NM,flash
2013-10-15,CA,light
2013-10-15,OK,other
2013-10-15,WV,triangle
1977-10-16,CT,disk
1988-10-16,PA,oval
1989-10-16,AZ,sphere
1992-10-16,PA,disk
1997-10-16,FL,sphere
1997-10-16,NC,fireball
1997-10-16,CA,light
1998-10-16,CA,triangle
1998-10-16,TX,other
1998-10-16,CT,unknown
1998-10-16,OR,light
1998-10-16,IL,sphere
1999-10-16,AR,sphere
1999-10-16,CA,other
1999-10-16,CA,disk
1999-10-16,TN,triangle
1999-10-16,KY,light
1999-10-16,TX,triangle
1999-10-16,TX,oval
1999-10-16,GA,sphere
2000-10-16,CT,fireball
2000-10-16,WI,light
2000-10-16,MO,triangle
2000-10-16,NY,disk
2001-10-16,WI,triangle
2001-10-16,WI,triangle
2001-10-16,TN,chevron
2001-10-16,OK,changing
2002-10-16,WA,cigar
2002-10-16,MA,oval
2002-10-16,IN,flash
2002-10-16,UT,formation
2002-10-16,GA,unknown
2002-10-16,OH,triangle
2002-10-16,TX,light
2002-10-16,OR,light
2002-10-16,FL,light
2002-10-16,NV,egg
2002-10-16,TX,other
2003-10-16,CA,light
2003-10-16,MD,light
2003-10-16,UT,other
2003-10-16,CA,unknown
2003-10-16,OH,light
2003-10-16,OH,light
2003-10-16,PA,unknown
2003-10-16,NM,unknown
2003-10-16,WA,changing
2004-10-16,SC,unknown
2004-10-16,GA,light
2004-10-16,IL,unknown
2004-10-16,CA,changing
2004-10-16,IN,flash
2004-10-16,AZ,fireball
2004-10-16,KY,unknown
2005-10-16,IL,light
2005-10-16,CA,oval
2005-10-16,FL,light
2005-10-16,TX,circle
2005-10-16,CA,circle
2005-10-16,VA,unknown
2005-10-16,CO,triangle
2005-10-16,SC,triangle
2005-10-16,CA,oval
2005-10-16,CA,NA
2005-10-16,CO,light
2005-10-16,MI,formation
2005-10-17,CA,oval
2006-10-16,WA,circle
2006-10-16,MI,light
2006-10-16,WA,light
2006-10-16,TX,other
2006-10-16,FL,oval
2006-10-16,NM,flash
2006-10-16,MA,cone
2006-10-16,MA,circle
2007-10-16,MD,light
2007-10-16,CT,sphere
2007-10-16,NY,light
2007-10-16,MA,disk
2007-10-16,NY,triangle
2007-10-16,WA,light
2008-10-16,IN,other
2008-10-16,CA,light
2008-10-16,TX,chevron
2008-10-16,OH,oval
2008-10-16,MI,light
2008-10-16,NC,fireball
2008-10-16,UT,unknown
2008-10-16,SC,fireball
2009-10-16,FL,triangle
2009-10-16,CA,light
2009-10-16,FL,unknown
2009-10-16,OK,light
2009-10-16,CA,unknown
2009-10-16,CA,triangle
2009-10-16,CA,light
2009-10-16,IN,light
2009-10-16,TX,circle
2009-10-16,AZ,triangle
2009-10-16,TX,triangle
2010-10-16,CA,light
2010-10-16,WA,other
2010-10-16,GA,other
2010-10-16,AL,sphere
2010-10-16,VA,sphere
2010-10-16,CO,sphere
2010-10-16,OR,sphere
2010-10-16,VA,sphere
2010-10-16,FL,changing
2010-10-16,OH,unknown
2010-10-16,NH,light
2010-10-16,PA,formation
2010-10-16,MN,circle
2011-10-16,FL,cylinder
2011-10-16,SC,oval
2011-10-16,GA,disk
2011-10-16,CA,sphere
2011-10-16,MA,diamond
2011-10-16,NE,unknown
2011-10-16,IL,circle
2011-10-16,IN,circle
2011-10-16,LA,oval
2011-10-16,UT,unknown
2011-10-16,GA,light
2011-10-16,CO,chevron
2011-10-16,MS,circle
2011-10-16,NC,unknown
2011-10-16,AR,oval
2012-10-16,NY,teardrop
2012-10-16,IA,triangle
2012-10-16,FL,light
2012-10-16,CO,flash
2012-10-16,TN,cylinder
2012-10-16,TN,cylinder
2012-10-16,TN,cylinder
2012-10-16,TN,cylinder
2012-10-16,VA,sphere
2012-10-16,WV,cylinder
2012-10-16,IA,triangle
2012-10-16,KY,cylinder
2012-10-16,CT,circle
2012-10-16,MA,light
2012-10-16,PA,light
2012-10-16,CA,other
2012-10-16,FL,sphere
2012-10-16,NC,triangle
2012-10-16,VT,fireball
2012-10-16,OH,rectangle
2012-10-16,GA,light
2012-10-16,WA,light
2013-10-16,PA,light
2013-10-16,IN,formation
2013-10-16,PA,cigar
2013-10-16,MN,formation
2013-10-16,MA,light
2013-10-16,AZ,unknown
2013-10-16,OH,circle
2013-10-16,CA,circle
2013-10-16,TX,cylinder
2013-10-16,AZ,other
2013-10-16,IN,circle
2013-10-16,UT,egg
2013-10-16,ID,other
2013-10-16,ID,formation
1973-10-17,AL,light
1975-10-17,CT,circle
1986-10-17,OK,other
1988-10-17,MI,triangle
1989-10-17,CA,triangle
1989-10-17,CA,flash
1990-10-17,FL,triangle
1993-10-17,HI,disk
1994-10-17,NC,light
1994-10-17,NY,triangle
1995-10-17,FL,fireball
1995-10-17,FL,other
1995-10-17,CA,NA
1997-10-17,CO,triangle
1998-10-17,WA,light
1998-10-17,SD,other
1998-10-17,CA,sphere
1998-10-17,FL,fireball
1998-10-17,GA,other
1999-10-17,TN,cigar
1999-10-17,UT,fireball
1999-10-17,NC,cigar
1999-10-17,FL,chevron
1999-10-17,WA,changing
2000-10-17,LA,other
2000-10-17,CO,light
2000-10-17,FL,diamond
2000-10-17,CA,light
2000-10-17,AZ,diamond
2001-10-17,OH,fireball
2001-10-17,CO,sphere
2001-10-17,NV,formation
2001-10-17,FL,circle
2001-10-17,WA,light
2001-10-17,FL,triangle
2002-10-17,MA,light
2002-10-17,WA,light
2002-10-17,WA,unknown
2002-10-17,OH,circle
2003-10-17,TX,unknown
2003-10-17,AR,other
2003-10-17,GA,light
2003-10-17,AZ,oval
2003-10-17,UT,unknown
2003-10-17,TX,circle
2003-10-17,FL,triangle
2003-10-17,AL,triangle
2003-10-17,MT,circle
2003-10-17,VA,unknown
2003-10-17,PA,other
2003-10-17,NE,circle
2003-10-17,NV,triangle
2004-10-17,NY,unknown
2004-10-17,CA,changing
2004-10-17,NC,formation
2004-10-17,IN,light
2004-10-17,TX,circle
2004-10-17,IL,formation
2004-10-17,FL,light
2004-10-17,IL,formation
2005-10-17,TX,NA
2005-10-17,FL,light
2005-10-17,UT,cross
2005-10-17,UT,diamond
2005-10-17,NJ,other
2005-10-17,OK,changing
2005-10-17,WI,circle
2005-10-17,PA,light
2005-10-17,PA,oval
2005-10-17,PA,disk
2005-10-17,MI,egg
2005-10-17,TN,light
2005-10-17,AZ,light
2006-10-17,AZ,light
2006-10-17,MS,sphere
2006-10-17,IL,chevron
2006-10-17,CA,light
2006-10-17,OR,light
2006-10-17,FL,fireball
2006-10-17,CA,other
2007-10-17,CA,circle
2007-10-17,IL,cross
2007-10-17,NJ,triangle
2007-10-17,TX,light
2007-10-17,CA,triangle
2008-10-17,TX,unknown
2008-10-17,VA,circle
2008-10-17,CA,sphere
2008-10-17,CA,disk
2008-10-17,CT,sphere
2008-10-17,WY,unknown
2008-10-17,CA,changing
2008-10-17,PA,other
2008-10-17,PA,light
2008-10-17,CA,light
2008-10-17,TX,light
2008-10-17,ID,oval
2008-10-17,OH,light
2009-10-17,CA,other
2009-10-17,PA,formation
2009-10-17,CA,triangle
2009-10-17,NY,light
2009-10-17,MN,light
2009-10-17,NY,cigar
2009-10-17,TX,sphere
2009-10-17,CA,light
2009-10-17,TX,circle
2009-10-17,TX,light
2009-10-17,MO,chevron
2009-10-17,NY,sphere
2009-10-17,MN,fireball
2009-10-17,CO,triangle
2009-10-17,FL,triangle
2009-10-17,FL,light
2009-10-17,NH,light
2010-10-17,NC,unknown
2010-10-17,PA,disk
2010-10-17,CA,light
2010-10-17,AZ,light
2010-10-17,PA,light
2010-10-17,NE,fireball
2011-10-17,CT,circle
2011-10-17,FL,sphere
2011-10-17,WA,light
2011-10-17,FL,light
2011-10-17,CA,light
2011-10-17,CA,light
2011-10-17,OR,light
2011-10-17,CA,changing
2011-10-17,IL,disk
2011-10-17,NC,oval
2011-10-17,NC,formation
