date,state,shape
2004-04-05,AL,light
2005-04-05,OR,other
2005-04-05,MA,cigar
2005-04-05,CA,changing
2006-04-05,FL,rectangle
2006-04-05,PA,disk
2006-04-05,PA,disk
2006-04-05,CA,circle
2006-04-05,CA,disk
2006-04-05,WA,sphere
2006-04-05,IL,sphere
2006-04-05,FL,disk
2006-04-05,WA,fireball
2006-04-05,WA,fireball
2006-04-05,WA,disk
2006-04-05,OK,circle
2006-04-05,TX,triangle
2007-04-05,NH,NA
2007-04-05,TX,other
2007-04-05,AL,triangle
2007-04-05,VA,cigar
2007-04-05,MD,egg
2007-04-05,MA,flash
2007-04-05,WA,light
2008-04-05,WI,triangle
2008-04-05,CA,unknown
2008-04-05,NJ,light
2008-04-05,FL,triangle
2009-04-05,MD,cigar
2009-04-05,WV,oval
2009-04-05,TX,disk
2009-04-05,CA,sphere
2009-04-05,NJ,light
2009-04-05,WA,oval
2009-04-05,IL,triangle
2010-04-05,OH,disk
2010-04-05,MA,circle
2010-04-05,MA,sphere
2010-04-05,AR,light
2010-04-05,NC,unknown
2010-04-05,NC,oval
2010-04-05,MO,sphere
2010-04-05,IN,light
2011-04-05,MI,NA
2011-04-05,CA,sphere
2011-04-05,CA,diamond
2011-04-05,PA,other
2011-04-05,CA,NA
2011-04-05,MO,light
2011-04-05,CA,light
2011-04-05,NH,other
2012-04-05,CA,formation
2012-04-05,CT,light
2012-04-05,PA,rectangle
2012-04-05,IL,fireball
2012-04-05,FL,triangle
2012-04-05,CA,cigar
2013-04-05,NV,formation
2013-04-05,MD,other
2013-04-05,MD,circle
2013-04-05,CA,light
2013-04-05,FL,circle
2013-04-05,CA,triangle
2013-04-05,NC,light
2013-04-05,PA,circle
2013-04-05,WY,other
2013-04-05,SC,circle
2013-04-05,TX,fireball
2014-04-05,GA,changing
2014-04-05,FL,circle
2014-04-05,CA,light
2014-04-05,MD,cigar
2014-04-05,PA,disk
2014-04-05,CA,cylinder
2014-04-05,CA,cylinder
2014-04-05,CA,light
2014-04-05,NC,egg
2014-04-05,MA,other
2014-04-05,NM,changing
2014-04-05,NM,changing
2014-04-05,NH,disk
2014-04-05,FL,fireball
2014-04-05,NC,light
2014-04-05,AL,light
2014-04-05,FL,other
2014-04-05,IN,sphere
2014-04-05,VA,circle
2014-04-05,FL,fireball
2014-04-05,NV,fireball
2014-04-05,IL,changing
2014-04-05,FL,light
2014-04-05,CA,fireball
2014-04-05,PA,unknown
2014-04-05,OH,light
2014-04-05,FL,rectangle
2014-04-05,TX,light
2014-04-05,FL,formation
2014-04-05,IL,circle
2014-04-05,TX,cylinder
2014-04-05,TX,triangle
2014-04-05,TX,triangle
2014-04-05,FL,triangle
2014-04-05,FL,light
1971-04-06,IA,disk
1978-04-06,NY,fireball
1994-04-06,CA,cigar
1994-04-06,MI,light
1995-04-06,NJ,NA
1996-04-06,MT,NA
1999-04-06,TX,fireball
1999-04-06,AR,light
1999-04-06,WA,other
1999-04-06,MT,triangle
2000-04-06,CA,circle
2000-04-06,TX,circle
2000-04-06,AZ,circle
2000-04-06,TN,other
2000-04-06,CA,light
2000-04-06,NJ,sphere
2000-04-06,TX,light
2000-04-06,TX,light
2001-04-06,IL,fireball
2003-04-06,SC,changing
2003-04-06,AZ,sphere
2003-04-06,CA,chevron
2003-04-06,MN,formation
2004-04-06,CA,other
2004-04-06,NY,other
2004-04-06,PA,sphere
2004-04-06,AZ,light
2005-04-06,CA,sphere
2005-04-06,CA,triangle
2005-04-06,CA,formation
2005-04-06,NV,light
2006-04-06,WA,circle
2006-04-06,AZ,triangle
2006-04-06,TX,oval
2006-04-06,MD,unknown
2006-04-06,KS,triangle
2006-04-06,WA,unknown
2006-04-06,AZ,cylinder
2007-04-06,WA,light
2007-04-06,CA,unknown
2007-04-06,WA,unknown
2007-04-06,AZ,triangle
2007-04-06,AL,diamond
2007-04-06,WA,other
2007-04-06,PA,light
2008-04-06,IN,chevron
2008-04-06,AZ,cigar
2008-04-06,OH,sphere
2008-04-06,WA,light
2008-04-06,MA,cylinder
2009-04-06,FL,triangle
2009-04-06,TN,light
2009-04-06,MO,disk
2009-04-06,IN,triangle
2009-04-06,IA,sphere
2009-04-06,TN,oval
2009-04-06,WA,other
2009-04-06,CA,other
2010-04-06,OH,triangle
2010-04-06,CA,oval
2010-04-06,OH,fireball
2011-04-06,CT,triangle
2011-04-06,PA,diamond
2011-04-06,MA,formation
2011-04-06,TX,other
2011-04-06,NV,triangle
2011-04-06,WA,unknown
2011-04-06,TN,egg
2012-04-06,IL,light
2012-04-06,CO,diamond
2012-04-06,MI,other
2012-04-06,NJ,diamond
2012-04-06,WA,unknown
2012-04-06,NY,unknown
2012-04-06,UT,oval
2012-04-06,IL,oval
2012-04-06,PA,light
2012-04-06,NV,formation
2012-04-06,PA,egg
2012-04-06,CA,fireball
2012-04-06,AK,circle
2012-04-06,KY,light
2012-04-06,MA,sphere
2012-04-06,TX,light
2013-04-06,TX,circle
2013-04-06,FL,circle
2013-04-06,NM,circle
2013-04-06,AZ,formation
2013-04-06,IN,sphere
2013-04-06,FL,other
2013-04-06,SC,light
2013-04-06,CA,unknown
2013-04-06,ME,light
2013-04-06,VA,triangle
2013-04-06,TX,fireball
2013-04-06,PA,oval
2013-04-06,VA,oval
2013-04-06,PA,circle
2013-04-06,CA,triangle
2013-04-06,IL,light
2013-04-06,PA,formation
2013-04-06,PA,formation
2013-04-06,MA,circle
2013-04-06,LA,fireball
2013-04-06,SC,formation
2013-04-06,GA,light
2013-04-07,MN,circle
2014-04-06,FL,light
2014-04-06,FL,formation
2014-04-06,FL,circle
2014-04-06,MO,circle
2014-04-06,TX,sphere
2014-04-06,NY,cigar
2014-04-06,CT,sphere
2014-04-06,MA,formation
2014-04-06,OR,flash
2014-04-06,NJ,flash
2014-04-06,WA,NA
2014-04-06,FL,light
2014-04-06,OR,oval
2014-04-06,UT,diamond
1983-04-07,CO,triangle
1983-04-07,HI,oval
1994-04-07,MI,light
1994-04-07,CT,light
1995-04-07,TN,triangle
1995-04-07,CO,NA
1996-04-07,CO,NA
1996-04-07,CA,NA
1996-04-07,WA,NA
1997-04-07,CO,cylinder
1997-04-07,WI,other
1997-04-07,TX,triangle
1999-04-07,NM,oval
1999-04-07,ND,other
2000-04-07,OH,unknown
2001-04-07,OH,light
2001-04-07,OH,cigar
2001-04-07,NJ,disk
2001-04-07,WI,cigar
2001-04-07,CA,egg
2002-04-07,CA,light
2002-04-07,WA,light
2003-04-07,WA,rectangle
2003-04-07,TN,disk
2004-04-07,AZ,other
2004-04-07,MT,light
2004-04-07,FL,light
2004-04-07,AZ,other
2004-04-07,TX,light
2004-04-07,TX,cone
2004-04-07,PA,diamond
2004-04-07,GA,triangle
2004-04-07,AR,changing
2004-04-07,TX,formation
2005-04-07,VA,circle
2005-04-07,AZ,other
2005-04-07,NM,changing
2005-04-07,MT,sphere
2005-04-07,NE,diamond
2005-04-07,MN,triangle
2006-04-07,LA,disk
2006-04-07,CA,light
2006-04-07,CA,light
2006-04-07,CA,unknown
2006-04-07,CA,unknown
2006-04-07,CA,light
2006-04-07,NC,cigar
2006-04-07,CA,other
2006-04-07,TN,light
2006-04-07,CA,disk
2006-04-07,NE,triangle
2007-04-07,MO,NA
2007-04-07,WA,fireball
2007-04-07,VA,light
2007-04-07,GA,disk
2007-04-07,CA,light
2008-04-07,CA,light
2008-04-07,VT,light
2008-04-07,IL,circle
2008-04-07,CA,other
2008-04-07,MA,light
2008-04-07,CA,chevron
2008-04-07,CA,chevron
2008-04-07,AR,unknown
2008-04-07,OH,light
2008-04-07,TX,light
2008-04-07,IA,triangle
2008-04-07,NH,triangle
2008-04-07,PA,unknown
2008-04-07,FL,chevron
2009-04-07,TX,circle
2009-04-07,TX,unknown
2009-04-07,FL,oval
2009-04-07,FL,light
2009-04-07,FL,sphere
2009-04-07,FL,sphere
2009-04-07,TX,triangle
2009-04-07,NV,formation
2009-04-07,FL,light
2010-04-07,CA,light
2010-04-07,OR,disk
2010-04-07,OK,light
2010-04-07,OK,light
2011-04-07,ND,changing
2011-04-07,TX,circle
2011-04-07,IN,light
2011-04-07,NY,cylinder
2011-04-07,NY,light
2011-04-07,KY,sphere
2011-04-07,CT,sphere
2011-04-07,TN,unknown
2012-04-07,OR,unknown
2012-04-07,GA,fireball
2012-04-07,FL,light
2012-04-07,WA,triangle
2012-04-07,NY,formation
2012-04-07,IL,formation
2012-04-07,NY,light
2012-04-07,TX,changing
2012-04-07,IN,light
2012-04-07,NC,fireball
2012-04-07,CA,sphere
2012-04-07,FL,circle
2012-04-07,ID,disk
2012-04-07,TX,triangle
2012-04-07,AL,triangle
2012-04-07,GA,fireball
2013-04-07,FL,light
2013-04-07,WA,fireball
2013-04-07,MD,light
2013-04-07,FL,NA
2013-04-07,CA,light
2013-04-07,VA,fireball
2014-04-07,UT,changing
2014-04-07,FL,triangle
2014-04-07,CA,sphere
2014-04-07,FL,rectangle
2014-04-07,IL,cylinder
2014-04-07,CA,light
2014-04-07,IL,sphere
2014-04-07,OH,sphere
2014-04-07,FL,disk
2014-04-07,CA,triangle
1992-04-08,CT,unknown
1992-04-08,CA,disk
1997-04-08,CA,chevron
1997-04-08,NV,rectangle
1999-04-08,CA,fireball
1999-04-08,WI,triangle
1999-04-08,CA,changing
1999-04-08,NY,triangle
1999-04-08,IL,light
2000-04-08,FL,diamond
2000-04-08,WA,egg
2000-04-08,WA,egg
2001-04-08,PA,light
2001-04-08,IN,unknown
2002-04-08,WI,changing
2002-04-08,FL,light
2002-04-08,OH,triangle
2003-04-08,OR,oval
2003-04-08,IA,light
2003-04-08,IA,light
2003-04-08,AZ,cylinder
2003-04-08,WA,cigar
2004-04-08,ME,unknown
2004-04-08,NC,disk
2004-04-08,IL,triangle
2004-04-08,TN,disk
2004-04-08,IN,disk
2004-04-08,CA,other
2004-04-08,IA,triangle
2004-04-08,IN,circle
2004-04-08,IN,disk
2004-04-08,IN,light
2004-04-08,IN,unknown
2004-04-08,TX,cylinder
2004-04-08,TN,other
2004-04-08,TN,other
2005-04-08,NC,disk
2005-04-08,TX,unknown
2005-04-08,NY,circle
2005-04-08,WA,unknown
2005-04-08,KS,circle
2005-04-08,NY,unknown
2005-04-08,MD,unknown
2006-04-08,IL,formation
2006-04-08,NM,disk
2006-04-08,CA,circle
2006-04-08,PA,sphere
2006-04-08,NH,disk
2006-04-08,GA,light
2007-04-08,FL,other
2007-04-08,MD,light
2007-04-08,CT,light
2007-04-08,MO,sphere
2008-04-08,TN,other
2008-04-08,WA,sphere
2008-04-08,WV,light
2008-04-08,VA,unknown
2008-04-08,NC,changing
2008-04-08,NY,unknown
2008-04-09,KY,cigar
2009-04-08,NM,light
2009-04-08,OK,NA
2009-04-08,AR,unknown
2009-04-08,CA,unknown
2009-04-08,OH,circle
2009-04-08,FL,disk
2009-04-08,NC,light
2010-04-08,FL,changing
2010-04-08,TX,disk
2010-04-08,OH,triangle
2010-04-08,CA,circle
2010-04-08,CA,sphere
2010-04-08,CA,cigar
2010-04-08,CA,triangle
2010-04-08,TX,oval
2010-04-08,TX,oval
2010-04-08,CA,fireball
2010-04-08,TX,triangle
2010-04-08,CO,light
2010-04-08,LA,other
2010-04-08,WA,light
2010-04-08,WA,light
2010-04-08,WA,light
2010-04-09,LA,light
2011-04-08,NY,triangle
2011-04-08,CA,other
2011-04-08,MA,light
2011-04-08,WA,circle
2011-04-08,TN,circle
2011-04-08,CA,circle
2011-04-08,FL,triangle
2011-04-08,WA,triangle
2011-04-09,CA,sphere
2012-04-08,ID,flash
2012-04-08,VA,changing
2012-04-08,MO,disk
2012-04-08,CA,light
2012-04-08,CA,light
2012-04-08,FL,circle
2012-04-08,CA,light
2012-04-08,MN,disk
2012-04-08,WA,sphere
2012-04-08,WA,fireball
2012-04-08,OH,oval
2013-04-08,OH,cylinder
2013-04-08,WA,light
2013-04-08,TN,other
2013-04-08,WA,light
2013-04-08,CA,triangle
2013-04-08,MA,unknown
2014-04-08,IN,triangle
2014-04-08,CO,light
2014-04-08,TX,other
2014-04-08,OK,oval
2014-04-08,MA,light
2014-04-08,AZ,unknown
2014-04-08,AZ,unknown
2014-04-08,CA,oval
2014-04-08,NM,light
2014-04-08,TX,unknown
2014-04-08,WA,sphere
2014-04-08,PA,triangle
2014-04-08,NC,formation
2014-04-08,IL,light
2014-04-08,GA,light
2014-04-08,AZ,light
2014-04-08,WI,formation
2014-04-08,WI,light
1987-04-09,NJ,other
1996-04-09,FL,NA
1998-04-09,CO,other
1998-04-09,CO,other
1998-04-09,CA,egg
1999-04-09,OK,fireball
1999-04-09,NJ,unknown
2000-04-09,CA,fireball
2000-04-09,CA,fireball
2000-04-09,CA,fireball
2000-04-09,AR,cigar
2000-04-09,CA,light
2000-04-09,IL,oval
2001-04-09,WA,fireball
2001-04-09,AK,triangle
2001-04-09,OR,fireball
2002-04-09,AZ,circle
2003-04-09,PA,circle
2003-04-09,MN,oval
2003-04-09,CA,other
2004-04-09,GA,cigar
2004-04-09,WA,fireball
2004-04-09,CA,other
2004-04-09,GA,other
2004-04-09,MD,other
2004-04-09,GA,cylinder
2004-04-09,WA,other
2004-04-09,CA,circle
2004-04-09,IN,circle
2004-04-09,FL,fireball
2004-04-09,IN,other
2004-04-09,NC,fireball
2004-04-09,LA,light
2004-04-09,PA,disk
2004-04-09,PA,triangle
2004-04-09,AZ,triangle
2004-04-09,NJ,unknown
2004-04-09,IN,oval
2004-04-09,PA,chevron
2004-04-09,MD,chevron
2004-04-09,FL,disk
2004-04-09,GA,oval
2005-04-09,MO,fireball
2005-04-09,IA,circle
2005-04-09,IL,fireball
2005-04-09,NY,disk
2005-04-09,CA,circle
2005-04-09,MI,other
2005-04-09,TX,triangle
2005-04-09,WA,formation
2005-04-09,MA,triangle
2005-04-09,TX,triangle
2005-04-09,TX,triangle
2005-04-09,NJ,triangle
2005-04-09,MA,light
2005-04-09,CT,oval
2005-04-09,AK,light
2005-04-10,MA,circle
2006-04-09,TX,changing
2006-04-09,PA,cigar
2006-04-09,OK,cigar
2006-04-09,CA,sphere
2006-04-09,CA,sphere
2006-04-09,AR,light
2006-04-09,LA,light
2007-04-09,CA,flash
2007-04-09,MI,light
2007-04-09,MO,oval
2007-04-09,NC,oval
2007-04-09,TN,disk
2007-04-09,NY,circle
2007-04-09,CA,light
2007-04-09,NC,oval
2007-04-09,MO,unknown
2007-04-09,CA,light
2007-04-09,WI,light
2008-04-09,CA,oval
2008-04-09,CA,other
2008-04-09,GA,light
2009-04-09,WA,triangle
2009-04-09,NC,cylinder
2009-04-09,NC,cylinder
2009-04-09,FL,oval
2009-04-09,OH,circle
2010-04-09,CA,triangle
2010-04-09,IN,light
2010-04-09,MO,light
2010-04-09,AZ,disk
2010-04-09,AZ,circle
2010-04-09,IN,triangle
2010-04-09,NY,unknown
2010-04-09,TX,triangle
2011-04-09,MD,circle
2011-04-09,CA,light
2011-04-09,NY,circle
2011-04-09,ID,other
2011-04-09,SC,sphere
2011-04-09,FL,formation
2011-04-09,VA,circle
2011-04-09,NJ,triangle
2011-04-09,WA,unknown
2011-04-09,IL,unknown
2011-04-09,IL,cigar
2011-04-09,IL,circle
2011-04-09,IL,circle
2011-04-09,NM,triangle
2012-04-09,CA,light
2012-04-09,MD,light
2012-04-09,CA,circle
2012-04-09,MI,flash
2012-04-09,NC,unknown
2012-04-09,NC,light
2012-04-09,CA,sphere
2012-04-09,NC,fireball
2012-04-09,MD,disk
2012-04-09,MO,light
2012-04-09,NC,sphere
2012-04-09,IA,light
2012-04-09,IA,light
2012-04-09,TX,oval
2012-04-09,FL,other
2013-04-09,NC,other
2013-04-09,MA,circle
2013-04-09,CA,sphere
2013-04-09,OH,sphere
2013-04-09,MO,circle
2013-04-09,CA,unknown
2013-04-09,CA,fireball
2013-04-09,OH,rectangle
2013-04-09,PA,circle
2013-04-09,CA,cigar
2014-04-09,MA,triangle
2014-04-09,PA,formation
2014-04-09,CA,light
2014-04-09,NM,other
2014-04-09,AK,light
2014-04-09,GA,light
2014-04-09,FL,light
2014-04-09,CA,unknown
2014-04-09,GA,light
2014-04-09,FL,light
2014-04-09,CA,fireball
2014-04-09,PA,triangle
2014-04-09,KY,unknown
2014-04-09,GA,disk
2014-04-09,OR,cone
2014-04-09,OR,oval
1974-05-10,GA,circle
1976-05-10,CA,disk
1976-05-10,PA,disk
1977-05-10,TX,light
1978-05-10,CA,changing
1978-05-10,MA,triangle
1980-05-10,MI,light
1980-05-10,MI,light
1980-05-10,CT,other
1980-05-10,CA,light
1983-05-10,WA,triangle
1985-05-10,UT,sphere
1986-05-10,KY,light
1987-05-10,NY,other
1989-05-10,AZ,other
1991-05-10,IN,disk
1992-05-10,NM,triangle
1992-05-10,WI,disk
1992-05-10,MA,triangle
1993-05-10,WY,formation
1993-05-10,AZ,sphere
1995-05-10,MO,NA
1995-05-10,TX,light
1995-05-10,AZ,light
1996-05-10,WA,NA
1997-05-10,TX,flash
1997-05-10,IL,triangle
1997-05-10,AL,other
1997-05-10,AZ,light
1997-05-10,TX,circle
1997-05-10,WA,other
1998-05-10,WA,fireball
1998-05-10,MN,unknown
1998-05-10,IL,circle
1999-05-10,NC,triangle
1999-05-10,AR,triangle
1999-05-10,TN,disk
1999-05-10,NY,light
1999-05-10,NY,triangle
2000-05-10,NC,triangle
2001-05-10,AL,fireball
2001-05-10,OH,sphere
2001-05-10,CA,circle
2001-05-10,CA,other
2001-05-10,TX,unknown
2001-05-10,FL,unknown
2001-05-10,UT,triangle
2001-05-10,TX,triangle
2001-05-10,KS,triangle
2002-05-10,UT,light
2002-05-10,AZ,unknown
2002-05-10,OR,light
2002-05-10,WY,triangle
2002-05-10,FL,chevron
2002-05-10,LA,fireball
2002-05-10,IN,fireball
2002-05-10,TX,circle
2002-05-10,CA,triangle
2003-05-10,WI,disk
2003-05-10,OH,disk
2003-05-10,WA,light
2004-05-10,OH,disk
2004-05-10,CO,triangle
2004-05-10,CA,triangle
2004-05-10,MS,triangle
2004-05-10,NJ,circle
2004-05-10,MN,triangle
2005-05-10,AZ,unknown
2005-05-10,WI,cylinder
2005-05-10,MD,sphere
2005-05-10,VA,other
2005-05-10,ID,other
2005-05-10,LA,cylinder
2005-05-10,NY,triangle
2005-05-10,CA,sphere
2006-05-10,ID,triangle
2006-05-10,CA,light
2006-05-10,FL,sphere
2006-05-10,CO,cigar
2006-05-10,CA,unknown
2006-05-10,KS,circle
2007-05-10,CO,circle
2007-05-10,CA,light
2007-05-10,AZ,light
2007-05-10,AL,light
2007-05-10,AZ,light
2007-05-10,CA,circle
2007-05-10,KS,light
2007-05-10,IL,triangle
2008-05-10,NC,light
2008-05-10,CA,sphere
2008-05-10,NJ,light
2008-05-10,OH,sphere
2008-05-10,IL,circle
2008-05-10,PA,other
2008-05-10,AL,oval
2009-05-10,NJ,circle
2009-05-10,MO,changing
2009-05-10,CA,light
2009-05-10,LA,light
2009-05-10,CA,sphere
2009-05-10,TX,chevron
2009-05-10,CA,light
2009-05-10,CA,formation
2009-05-11,WA,unknown
2010-05-10,MA,oval
2010-05-10,VA,light
2010-05-10,AZ,formation
2010-05-10,IL,circle
2010-05-10,NJ,light
2010-05-10,CA,light
2010-05-10,MT,light
2010-05-10,MT,light
2010-05-10,FL,light
2011-05-10,CA,light
2011-05-10,ID,unknown
2011-05-10,PA,light
2012-05-10,GA,teardrop
2012-05-10,FL,fireball
2012-05-10,NV,unknown
2012-05-10,FL,circle
2012-05-10,GA,cylinder
2012-05-10,MA,unknown
2012-05-10,MT,light
2012-05-10,OH,sphere
2012-05-10,UT,unknown
2013-05-10,NJ,disk
2013-05-10,TX,disk
2013-05-10,CA,oval
2013-05-10,CT,changing
2013-05-10,OR,cylinder
2013-05-10,IA,triangle
2013-05-10,UT,disk
2013-05-10,WI,formation
2013-05-10,AL,light
2013-05-10,CT,fireball
1982-05-11,NJ,disk
1991-05-11,CA,other
1991-05-11,AZ,circle
1994-05-11,NY,circle
1995-05-11,CA,NA
1996-05-11,PA,formation
1997-05-11,TX,other
1997-05-11,CT,triangle
1998-05-11,IL,disk
1999-05-11,GA,circle
1999-05-11,CA,other
1999-05-11,KS,light
1999-05-11,LA,light
2001-05-11,CA,changing
2001-05-11,TX,light
2001-05-11,OH,cylinder
2001-05-11,CA,light
2002-05-11,CA,circle
2002-05-11,CA,oval
2002-05-11,WA,triangle
2002-05-11,OR,light
2003-05-11,CA,NA
2003-05-11,CA,disk
2003-05-11,AR,cylinder
2003-05-11,KY,other
2003-05-11,IL,circle
2003-05-12,IL,circle
2004-05-11,NE,oval
2004-05-11,CA,light
2004-05-11,CA,circle
2004-05-11,CA,oval
2004-05-11,FL,unknown
2004-05-11,FL,formation
2004-05-11,KY,circle
2004-05-11,FL,fireball
2004-05-11,IN,unknown
2004-05-11,NY,triangle
2004-05-11,FL,light
2004-05-11,FL,light
2004-05-11,NY,triangle
2005-05-11,OK,unknown
2005-05-11,AZ,other
2005-05-11,CA,flash
2005-05-11,MO,unknown
2005-05-11,NH,oval
2005-05-11,MA,sphere
2005-05-11,CA,unknown
2005-05-11,DE,unknown
2005-05-11,PA,fireball
2006-05-11,WA,sphere
2006-05-11,TX,cigar
2006-05-11,FL,disk
2006-05-11,CA,disk
2006-05-11,NM,light
2006-05-11,NM,light
2006-05-11,TX,circle
2007-05-11,WA,sphere
2007-05-11,IN,circle
2007-05-11,TN,disk
2007-05-11,VA,cylinder
2007-05-11,CA,other
2007-05-11,OR,unknown
2008-05-11,FL,light
2008-05-11,MA,light
2008-05-11,AZ,light
2008-05-11,TX,light
2008-05-11,OK,fireball
2008-05-11,CA,flash
2008-05-11,OK,fireball
2009-05-11,OH,oval
2009-05-11,MO,formation
2009-05-11,MO,other
2009-05-11,CA,cylinder
2009-05-11,FL,light
2009-05-11,NY,chevron
2010-05-11,AZ,triangle
2010-05-11,CA,NA
2010-05-11,IL,circle
2010-05-11,AZ,formation
2010-05-11,ID,light
2011-05-11,CA,sphere
2011-05-11,CA,fireball
2011-05-11,PA,unknown
2011-05-11,KY,sphere
2011-05-11,MN,other
2011-05-11,IL,cone
2011-05-11,SC,light
2011-05-11,WA,unknown
2011-05-11,IL,circle
2011-05-11,CA,light
2012-05-11,NC,triangle
2012-05-11,CA,light
2012-05-11,CA,circle
2012-05-11,KY,cigar
2012-05-11,PA,sphere
2012-05-11,NY,egg
2012-05-11,TN,formation
2012-05-11,CA,changing
2012-05-11,OH,oval
2012-05-11,MN,fireball
2012-05-11,NC,sphere
2012-05-11,PA,light
2012-05-11,TN,unknown
2012-05-11,TN,unknown
2012-05-11,AZ,unknown
2012-05-11,MA,unknown
2013-05-11,CO,fireball
2013-05-11,CA,oval
2013-05-11,UT,other
2013-05-11,CO,other
2013-05-11,ID,unknown
2013-05-11,CO,circle
2013-05-11,AZ,light
2013-05-11,FL,sphere
2013-05-11,OR,sphere
2013-05-11,CT,light
2013-05-11,FL,light
2013-05-11,CA,fireball
2013-05-11,OR,sphere
2013-05-11,CA,fireball
2013-05-11,OH,light
2013-05-11,IA,triangle
2013-05-11,AZ,light
2013-05-11,AZ,formation
2013-05-11,CA,oval
2013-05-11,CO,circle
2013-05-11,IL,triangle
2013-05-11,NY,circle
1971-05-01,WV,triangle
1971-05-01,AL,light
1972-05-01,IL,sphere
1972-05-01,DE,unknown
1973-05-01,MD,disk
1973-05-01,TX,light
1973-05-01,MD,other
1973-05-01,TX,disk
1974-05-01,KY,oval
1975-05-01,VA,fireball
1975-05-01,NV,disk
1976-05-01,PA,diamond
1976-05-01,TX,NA
1976-05-01,RI,formation
1976-05-01,CO,triangle
1976-05-01,FL,sphere
1977-05-01,AR,triangle
1977-05-01,MS,oval
1977-05-01,IL,oval
1977-05-01,IL,oval
1977-05-01,MI,other
1977-05-01,CO,light
1977-05-02,CT,disk
1978-05-01,PA,light
1978-05-01,CA,disk
1979-05-01,FL,fireball
1980-05-01,CA,oval
1980-05-01,WA,disk
1980-05-01,UT,cylinder
1981-05-01,CO,fireball
1981-05-01,CA,triangle
1982-05-01,NJ,disk
1983-05-01,MO,other
1983-05-01,MS,diamond
1983-05-01,VA,cylinder
1984-05-01,IL,circle
1984-05-01,AR,triangle
1984-05-01,MN,rectangle
1985-05-01,NC,light
1985-05-01,WI,light
1985-05-01,CA,other
1985-05-01,FL,circle
1985-05-01,NE,sphere
1985-05-01,AL,light
1986-05-01,PA,formation
1986-05-01,KY,oval
1987-05-01,ME,unknown
1988-05-01,OH,circle
1988-05-01,TX,unknown
1988-05-01,MI,disk
1989-05-01,IA,light
1990-05-01,AZ,flash
1990-05-01,PA,light
1991-05-01,NY,circle
1991-05-01,CA,cigar
1991-05-01,CA,sphere
1991-05-01,NY,other
1991-05-01,GA,disk
1992-05-01,WA,sphere
1993-05-01,MS,cigar
1993-05-01,WA,triangle
1994-05-01,KY,sphere
1994-05-01,MI,triangle
1994-05-01,CA,fireball
1994-05-01,MT,sphere
1995-05-01,NY,light
1995-05-01,WI,cross
1995-05-01,MA,triangle
1995-05-01,OH,unknown
1996-05-01,NY,triangle
1996-05-01,OR,triangle
1996-05-01,PA,disk
1996-05-01,AZ,light
1996-05-01,WY,other
1996-05-01,GA,disk
1997-05-01,KY,disk
1997-05-01,IA,triangle
1997-05-01,PA,flash
1997-05-01,FL,triangle
1997-05-01,NY,unknown
1998-05-01,KY,triangle
1998-05-01,CA,light
1998-05-01,GA,diamond
1998-05-01,NY,triangle
1998-05-01,OH,light
1998-05-01,TX,light
1998-05-01,MI,triangle
1999-05-01,CA,triangle
1999-05-01,WA,other
1999-05-01,KY,circle
1999-05-01,WA,oval
1999-05-01,IN,sphere
1999-05-01,PA,triangle
1999-05-01,NY,NA
1999-05-01,NM,formation
1999-05-01,AR,fireball
1999-05-01,FL,circle
1999-05-01,IL,fireball
1999-05-01,TX,light
1999-05-01,MI,light
1999-05-01,FL,teardrop
2000-05-01,NY,flash
2000-05-01,CA,changing
2000-05-01,IL,sphere
2000-05-01,LA,egg
2000-05-01,LA,light
2000-05-01,IL,sphere
2000-05-01,AR,triangle
2000-05-01,SD,light
2001-05-01,CA,other
2001-05-01,NY,light
2001-05-01,AZ,disk
2001-05-01,NJ,cylinder
2001-05-01,NV,unknown
2001-05-01,FL,light
2001-05-01,OK,rectangle
2001-05-01,CO,sphere
2001-05-01,ME,diamond
2002-05-01,AZ,light
2002-05-01,WV,other
2002-05-01,IL,oval
2002-05-01,OR,circle
2003-05-01,KS,triangle
2003-05-01,WI,formation
2003-05-01,NJ,changing
2003-05-01,AZ,sphere
2003-05-01,KY,changing
2003-05-01,CT,cylinder
2003-05-01,CA,circle
2003-05-01,WA,other
2003-05-01,WA,triangle
2003-05-01,WA,light
2003-05-01,AZ,egg
2004-05-01,GA,cross
2004-05-01,MT,triangle
2004-05-01,AZ,light
2004-05-01,FL,sphere
2004-05-01,WA,unknown
2004-05-01,WA,triangle
2004-05-01,NY,sphere
2004-05-01,NV,light
2004-05-01,CT,triangle
2004-05-01,CA,light
2004-05-01,MT,triangle
2005-05-01,CA,formation
2005-05-01,OR,light
2005-05-01,OR,disk
2005-05-01,OR,oval
2005-05-01,MA,light
2005-05-01,MI,triangle
2005-05-01,KY,other
2005-05-01,VA,cigar
2005-05-01,CA,changing
2005-05-01,CA,sphere
2006-05-01,MO,other
2006-05-01,TX,changing
2006-05-01,NV,diamond
2006-05-01,OK,light
2006-05-01,CA,light
2006-05-01,NY,sphere
2006-05-01,DE,triangle
2006-05-01,IL,triangle
2006-05-02,NC,formation
2007-05-01,IN,light
2007-05-01,AL,other
2007-05-01,NM,triangle
2007-05-01,NY,circle
2007-05-01,MO,triangle
2007-05-01,OH,disk
2007-05-01,FL,diamond
2007-05-01,MN,circle
2007-05-01,CO,circle
